annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2018;97213;8900681;pendimethaline;40487-42-1;36.0;N Organique;;Non
2018;97213;9600199;fosthiazate;98886-44-3;126.0;T, T+, CMR;;Non
2018;97213;9800182;s-metolachlore;87392-12-9;33.6;N Organique;;Non
2018;97213;9800236;glyphosate;1071-83-6;5.4;N Organique;;Non
2018;97213;9800336;lambda-cyhalothrine;91465-08-6;0.425;T, T+, CMR;;Non
2018;97213;9900047;mesotrione;104206-82-8;2.5;N Organique;;Non
2018;97213;9900242;mancozebe;8018-01-7;0.75;T, T+, CMR;;Non
2018;97213;9900257;cuivre du sulfate de cuivre;8011-63-0;0.16;N minéral;;Non
2018;97213;9900331;chlorothalonil;1897-45-6;0.5;T, T+, CMR;;Non
2018;97213;9900331;metalaxyl-m;70630-17-0;0.0363;Autre;;Non
2018;97214;2000044;fluazifop-p-butyl;79241-46-6;0.625;T, T+, CMR;;Non
2018;97214;2000202;glyphosate;1071-83-6;59.4;N Organique;;Non
2018;97214;2000519;2,4-d;94-75-7;18.0;N Organique;;Non
2018;97214;2010132;pymetrozine;123312-89-0;1.625;T, T+, CMR;;Non
2018;97214;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2018;97214;2080101;acetamipride;135410-20-7;1.0;N Organique;;Non
2018;97214;2090127;huile essentielle d'orange douce;8028-48-6;3.6;N Organique;;Non
2018;97214;2100231;emamectine benzoate;155569-91-8;0.038;T, T+, CMR;;Non
2018;97214;2110012;cyazofamide;120116-88-3;2.72;N Organique;;Non
2018;97214;2110198;glyphosate;1071-83-6;81.0;N Organique;;Non
2018;97214;2120008;glyphosate;1071-83-6;7.92;N Organique;;Non
2018;97214;2120133;fluroxypyr;69377-81-7;0.0026;N Organique;;Non
2018;97214;2120133;triclopyr;55335-06-3;0.0078;N Organique;;Non
2018;97214;2130075;metaldehyde;108-62-3;1.6;Autre;;Non
2018;97214;2130088;metaldehyde;108-62-3;0.045;Autre;;Non
2018;97214;2140085;abamectine;71751-41-2;0.162;T, T+, CMR;;Non
2018;97214;2140121;acide pelargonique;112-05-0;1.853202;Autre;;Non
2018;97214;7700078;diquat;85-00-7;1.0;T, T+, CMR;;Non
2018;97214;8500174;abamectine;71751-41-2;0.108;T, T+, CMR;;Non
2018;97214;8800395;lambda-cyhalothrine;91465-08-6;0.025;T, T+, CMR;;Non
2018;97214;8800395;pyrimicarbe;23103-98-2;0.5;T, T+, CMR;;Non
2018;97214;8800841;difenoconazole;119446-68-3;0.125;N Organique;;Non
2018;97214;9000490;cycloxydime;101205-02-1;1.5;T, T+, CMR;;Non
2018;97214;9200135;cypermethrine;52315-07-8;0.0005;N Organique;;Non
2018;97214;9300504;huile de vaseline;8042-47-5;4.085;Autre;;Non
2018;97214;9500302;cuivre du sulfate de cuivre;8011-63-0;9.0;N minéral;;Non
2018;97214;9600199;fosthiazate;98886-44-3;3.0;T, T+, CMR;;Non
2018;97214;9700332;azoxystrobine;131860-33-8;0.5;T, T+, CMR;;Non
2018;97214;9800144;indoxacarbe;173584-44-6;0.039;T, T+, CMR;;Non
2018;97214;9800336;lambda-cyhalothrine;91465-08-6;0.125;T, T+, CMR;;Non
2018;97214;9900242;mancozebe;8018-01-7;1.5;T, T+, CMR;;Non
2018;97214;9900257;cuivre du sulfate de cuivre;8011-63-0;0.64;N minéral;;Non
2018;97215;2000044;fluazifop-p-butyl;79241-46-6;0.625;T, T+, CMR;;Non
2018;97215;2000122;metalaxyl-m;70630-17-0;0.01696;Autre;;Non
2018;97215;2000202;glyphosate;1071-83-6;275.4;N Organique;;Non
2018;97215;2000519;2,4-d;94-75-7;405.0;N Organique;;Non
2018;97215;2010415;glyphosate;1071-83-6;4.5;N Organique;;Non
2018;97215;2030323;fludioxonil;131341-86-1;0.00275;N Organique;;Non
2018;97215;2050046;flonicamide;158062-67-0;0.25;Autre;;Non
2018;97215;2060088;benoxacor;98730-04-2;24.4;Autre;;Non
2018;97215;2060088;mesotrione;104206-82-8;48.8;N Organique;;Non
2018;97215;2060088;s-metolachlore;87392-12-9;488.0;N Organique;;Non
2018;97215;2070107;fosetyl;15845-66-6;0.31;Autre;;Non
2018;97215;2070107;propamocarbe;25606-41-1;0.53;Autre;;Non
2018;97215;2090127;huile essentielle d'orange douce;8028-48-6;0.48;N Organique;;Non
2018;97215;2100111;mesotrione;104206-82-8;1.5;N Organique;;Non
2018;97215;2100111;nicosulfuron;111991-09-4;0.6;N Organique;;Non
2018;97215;2110198;glyphosate;1071-83-6;257.4;N Organique;;Non
2018;97215;2130075;metaldehyde;108-62-3;0.8;Autre;;Non
2018;97215;2140085;abamectine;71751-41-2;0.018;T, T+, CMR;;Non
2018;97215;2140255;acide pelargonique;112-05-0;2.04;Autre;;Non
2018;97215;2160479;s-metolachlore;87392-12-9;4.8;N Organique;;Non
2018;97215;2160487;2,4-d;94-75-7;8.835;N Organique;;Non
2018;97215;2160487;triclopyr;55335-06-3;9.842;N Organique;;Non
2018;97215;8400096;dicamba;1918-00-9;83.52;N Organique;;Non
2018;97215;8500174;abamectine;71751-41-2;0.0045;T, T+, CMR;;Non
2018;97215;8700020;flurochloridone;61213-25-0;1.25;T, T+, CMR;;Non
2018;97215;8900681;pendimethaline;40487-42-1;320.0;N Organique;;Non
2018;97215;9500302;cuivre du sulfate de cuivre;8011-63-0;4.0;N minéral;;Non
2018;97215;9800182;s-metolachlore;87392-12-9;427.2;N Organique;;Non
2018;97215;9800336;lambda-cyhalothrine;91465-08-6;0.125;T, T+, CMR;;Non
2018;97215;9900047;mesotrione;104206-82-8;29.5;N Organique;;Non
2018;97215;9900331;chlorothalonil;1897-45-6;0.5;T, T+, CMR;;Non
2018;97215;9900331;metalaxyl-m;70630-17-0;0.0363;Autre;;Non
2018;97216;2000044;fluazifop-p-butyl;79241-46-6;0.875;T, T+, CMR;;Non
2018;97216;2000202;glyphosate;1071-83-6;52.2;N Organique;;Non
2018;97216;2010132;pymetrozine;123312-89-0;0.125;T, T+, CMR;;Non
2018;97216;2080101;acetamipride;135410-20-7;0.4;N Organique;;Non
2018;97216;2090127;huile essentielle d'orange douce;8028-48-6;0.42;N Organique;;Non
2018;97216;2100231;emamectine benzoate;155569-91-8;0.0095;T, T+, CMR;;Non
2018;97216;2110012;cyazofamide;120116-88-3;0.8;N Organique;;Non
2018;97216;2110198;glyphosate;1071-83-6;28.8;N Organique;;Non
2018;97216;2130075;metaldehyde;108-62-3;1.4;Autre;;Non
2018;97216;2140085;abamectine;71751-41-2;0.126;T, T+, CMR;;Non
2018;97216;7700078;diquat;85-00-7;1.0;T, T+, CMR;;Non
2018;97216;9000490;cycloxydime;101205-02-1;1.0;T, T+, CMR;;Non
2018;97216;9300504;huile de vaseline;8042-47-5;24.51;Autre;;Non
2018;97216;9500302;cuivre du sulfate de cuivre;8011-63-0;6.0;N minéral;;Non
2018;97216;9600199;fosthiazate;98886-44-3;4.0;T, T+, CMR;;Non
2018;97216;9800236;glyphosate;1071-83-6;5.4;N Organique;;Non
2018;97216;9800336;lambda-cyhalothrine;91465-08-6;1.7;T, T+, CMR;;Non
2018;97218;2000044;fluazifop-p-butyl;79241-46-6;3.375;T, T+, CMR;;Non
2018;97218;2000202;glyphosate;1071-83-6;43.2;N Organique;;Non
2018;97218;2000519;2,4-d;94-75-7;366.0;N Organique;;Non
2018;97218;2010132;pymetrozine;123312-89-0;0.5;T, T+, CMR;;Non
2018;97218;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2018;97218;2060088;benoxacor;98730-04-2;19.2;Autre;;Non
2018;97218;2060088;mesotrione;104206-82-8;38.4;N Organique;;Non
2018;97218;2060088;s-metolachlore;87392-12-9;384.0;N Organique;;Non
2018;97218;2080060;pyriproxyfene;95737-68-1;0.1;N Organique;;Non
2018;97218;2080101;acetamipride;135410-20-7;1.2;N Organique;;Non
2018;97218;2090090;thiamethoxam;153719-23-4;0.01;N Organique;;Non
2018;97218;2090127;huile essentielle d'orange douce;8028-48-6;1.26;N Organique;;Non
2018;97218;2100231;emamectine benzoate;155569-91-8;0.0665;T, T+, CMR;;Non
2018;97218;2110012;cyazofamide;120116-88-3;1.28;N Organique;;Non
2018;97218;2110198;glyphosate;1071-83-6;18.0;N Organique;;Non
2018;97218;2120008;glyphosate;1071-83-6;1.44;N Organique;;Non
2018;97218;2130075;metaldehyde;108-62-3;28.4;Autre;;Non
2018;97218;2150969;phosphate ferrique;10045-86-0;0.03;Autre;;Non
2018;97218;2160487;2,4-d;94-75-7;1.395;N Organique;;Non
2018;97218;2160487;triclopyr;55335-06-3;1.554;N Organique;;Non
2018;97218;6300001;mancozebe;8018-01-7;1.6;T, T+, CMR;;Non
2018;97218;8400096;dicamba;1918-00-9;2.4;N Organique;;Non
2018;97218;8500174;abamectine;71751-41-2;0.063;T, T+, CMR;;Non
2018;97218;8900681;pendimethaline;40487-42-1;302.0;N Organique;;Non
2018;97218;9000259;amidosulfuron;120923-37-7;0.09;N Organique;;Non
2018;97218;9600199;fosthiazate;98886-44-3;76.0;T, T+, CMR;;Non
2018;97218;9700027;hexythiazox;78587-05-0;0.05;N Organique;;Non
2018;97218;9800144;indoxacarbe;173584-44-6;0.039;T, T+, CMR;;Non
2018;97218;9800182;s-metolachlore;87392-12-9;43.2;N Organique;;Non
2018;97218;9800336;lambda-cyhalothrine;91465-08-6;1.3;T, T+, CMR;;Non
2018;97218;9900047;mesotrione;104206-82-8;26.0;N Organique;;Non
2018;97220;2000202;glyphosate;1071-83-6;68.4;N Organique;;Non
2018;97220;2000519;2,4-d;94-75-7;678.0;N Organique;;Non
2018;97220;2060088;benoxacor;98730-04-2;27.3;Autre;;Non
2018;97220;2060088;mesotrione;104206-82-8;54.6;N Organique;;Non
2018;97220;2060088;s-metolachlore;87392-12-9;546.0;N Organique;;Non
2018;97220;2090127;huile essentielle d'orange douce;8028-48-6;0.06;N Organique;;Non
2018;97220;2110198;glyphosate;1071-83-6;149.4;N Organique;;Non
2018;97220;2120008;glyphosate;1071-83-6;3.6;N Organique;;Non
2018;97220;2130075;metaldehyde;108-62-3;3.8;Autre;;Non
2018;97220;2140085;abamectine;71751-41-2;0.072;T, T+, CMR;;Non
2018;97220;2160487;2,4-d;94-75-7;0.93;N Organique;;Non
2018;97220;2160487;triclopyr;55335-06-3;1.036;N Organique;;Non
2018;97220;8400096;dicamba;1918-00-9;4.8;N Organique;;Non
2018;97220;8900681;pendimethaline;40487-42-1;376.0;N Organique;;Non
2018;97220;9000753;metaldehyde;108-62-3;2.5;Autre;;Non
2018;97220;9800182;s-metolachlore;87392-12-9;369.6;N Organique;;Non
2018;97220;9800336;lambda-cyhalothrine;91465-08-6;0.2;T, T+, CMR;;Non
2018;97220;9900047;mesotrione;104206-82-8;18.5;N Organique;;Non
2018;97220;9900242;mancozebe;8018-01-7;0.75;T, T+, CMR;;Non
2018;97221;2000044;fluazifop-p-butyl;79241-46-6;0.25;T, T+, CMR;;Non
2018;97221;2000202;glyphosate;1071-83-6;14.4;N Organique;;Non
2018;97221;2000519;2,4-d;94-75-7;66.0;N Organique;;Non
2018;97221;2010132;pymetrozine;123312-89-0;0.375;T, T+, CMR;;Non
2018;97221;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2018;97221;2060088;benoxacor;98730-04-2;1.6;Autre;;Non
2018;97221;2060088;mesotrione;104206-82-8;3.2;N Organique;;Non
2018;97221;2060088;s-metolachlore;87392-12-9;32.0;N Organique;;Non
2018;97221;2080101;acetamipride;135410-20-7;0.4;N Organique;;Non
2018;97221;2090127;huile essentielle d'orange douce;8028-48-6;0.06;N Organique;;Non
2018;97221;2100111;mesotrione;104206-82-8;0.375;N Organique;;Non
2018;97221;2100111;nicosulfuron;111991-09-4;0.15;N Organique;;Non
2018;97221;2100231;emamectine benzoate;155569-91-8;0.0665;T, T+, CMR;;Non
2018;97221;2110012;cyazofamide;120116-88-3;0.8;N Organique;;Non
2018;97221;2110198;glyphosate;1071-83-6;16.2;N Organique;;Non
2018;97221;2120008;glyphosate;1071-83-6;3.96;N Organique;;Non
2018;97221;2130088;metaldehyde;108-62-3;0.04;Autre;;Non
2018;97221;2140085;abamectine;71751-41-2;0.18;T, T+, CMR;;Non
2018;97221;2140121;acide pelargonique;112-05-0;0.308867;Autre;;Non
2018;97221;2160487;2,4-d;94-75-7;7.905;N Organique;;Non
2018;97221;2160487;triclopyr;55335-06-3;8.806;N Organique;;Non
2018;97221;8500174;abamectine;71751-41-2;0.0225;T, T+, CMR;;Non
2018;97221;8900681;pendimethaline;40487-42-1;16.0;N Organique;;Non
2018;97221;9000490;cycloxydime;101205-02-1;1.0;T, T+, CMR;;Non
2018;97221;9800182;s-metolachlore;87392-12-9;38.4;N Organique;;Non
2018;97221;9800336;lambda-cyhalothrine;91465-08-6;0.55;T, T+, CMR;;Non
2018;97221;9900047;mesotrione;104206-82-8;3.5;N Organique;;Non
2018;97221;9900242;mancozebe;8018-01-7;17.25;T, T+, CMR;;Non
2018;97222;2000202;glyphosate;1071-83-6;18.0;N Organique;;Non
2018;97222;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2018;97222;2060084;boscalid;188425-85-6;0.267;N Organique;;Non
2018;97222;2060084;pyraclostrobine;175013-18-0;0.067;T, T+, CMR;;Non
2018;97222;2080101;acetamipride;135410-20-7;0.2;N Organique;;Non
2018;97222;2100231;emamectine benzoate;155569-91-8;0.0095;T, T+, CMR;;Non
2018;97222;2120008;glyphosate;1071-83-6;0.36;N Organique;;Non
2018;97222;2130075;metaldehyde;108-62-3;0.2;Autre;;Non
2018;97222;2140085;abamectine;71751-41-2;0.216;T, T+, CMR;;Non
2018;97222;2160487;2,4-d;94-75-7;0.465;N Organique;;Non
2018;97222;2160487;triclopyr;55335-06-3;0.518;N Organique;;Non
2018;97222;6300001;mancozebe;8018-01-7;2.4;T, T+, CMR;;Non
2018;97222;8300429;alphamethrine;67375-30-8;0.25;T, T+, CMR;;Non
2018;97222;8500174;abamectine;71751-41-2;0.054;T, T+, CMR;;Non
2018;97222;8800843;cyromazine;66215-27-8;0.45;Autre;;Non
2018;97222;9700332;azoxystrobine;131860-33-8;0.25;T, T+, CMR;;Non
2018;97222;9800144;indoxacarbe;173584-44-6;0.039;T, T+, CMR;;Non
2018;97222;9800336;lambda-cyhalothrine;91465-08-6;0.925;T, T+, CMR;;Non
2018;97222;9900242;mancozebe;8018-01-7;15.0;T, T+, CMR;;Non
2018;97222;9900257;cuivre du sulfate de cuivre;8011-63-0;0.32;N minéral;;Non
2018;97223;2000202;glyphosate;1071-83-6;108.0;N Organique;;Non
2018;97223;2000519;2,4-d;94-75-7;57.0;N Organique;;Non
2018;97223;2010132;pymetrozine;123312-89-0;0.25;T, T+, CMR;;Non
2018;97223;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2018;97223;2060084;boscalid;188425-85-6;0.267;N Organique;;Non
2018;97223;2060084;pyraclostrobine;175013-18-0;0.067;T, T+, CMR;;Non
2018;97223;2060088;benoxacor;98730-04-2;0.4;Autre;;Non
2018;97223;2060088;mesotrione;104206-82-8;0.8;N Organique;;Non
2018;97223;2060088;s-metolachlore;87392-12-9;8.0;N Organique;;Non
2018;97223;2080101;acetamipride;135410-20-7;0.6;N Organique;;Non
2018;97223;2090094;thiophanate-methyl;23564-05-8;10.56;T, T+, CMR;;Non
2018;97223;2120008;glyphosate;1071-83-6;0.9;N Organique;;Non
2018;97223;2140085;abamectine;71751-41-2;0.396;T, T+, CMR;;Non
2018;97223;8400096;dicamba;1918-00-9;2.4;N Organique;;Non
2018;97223;8500174;abamectine;71751-41-2;0.054;T, T+, CMR;;Non
2018;97223;8900681;pendimethaline;40487-42-1;20.0;N Organique;;Non
2018;97223;9500302;cuivre du sulfate de cuivre;8011-63-0;10.0;N minéral;;Non
2018;97223;9700332;azoxystrobine;131860-33-8;2.75;T, T+, CMR;;Non
2018;97223;9800144;indoxacarbe;173584-44-6;0.225;T, T+, CMR;;Non
2018;97223;9800182;s-metolachlore;87392-12-9;9.6;N Organique;;Non
2018;97223;9800336;lambda-cyhalothrine;91465-08-6;0.1;T, T+, CMR;;Non
2018;97223;9900047;mesotrione;104206-82-8;1.5;N Organique;;Non
2018;97223;9900331;chlorothalonil;1897-45-6;7.5;T, T+, CMR;;Non
2018;97223;9900331;metalaxyl-m;70630-17-0;0.5445;Autre;;Non
2018;97224;2000044;fluazifop-p-butyl;79241-46-6;5.125;T, T+, CMR;;Non
2018;97224;2000202;glyphosate;1071-83-6;597.6;N Organique;;Non
2018;97224;2000519;2,4-d;94-75-7;591.0;N Organique;;Non
2018;97224;2010132;pymetrozine;123312-89-0;0.25;T, T+, CMR;;Non
2018;97224;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2018;97224;2030175;bacillus thuringiensis ssp kurstaki souche sa-11;68038-71-1;0.0255;Autre;;Non
2018;97224;2050046;flonicamide;158062-67-0;0.5;Autre;;Non
2018;97224;2060088;benoxacor;98730-04-2;6.5;Autre;;Non
2018;97224;2060088;mesotrione;104206-82-8;13.0;N Organique;;Non
2018;97224;2060088;s-metolachlore;87392-12-9;130.0;N Organique;;Non
2018;97224;2090127;huile essentielle d'orange douce;8028-48-6;0.3;N Organique;;Non
2018;97224;2100231;emamectine benzoate;155569-91-8;0.0095;T, T+, CMR;;Non
2018;97224;2110012;cyazofamide;120116-88-3;0.48;N Organique;;Non
2018;97224;2110198;glyphosate;1071-83-6;43.2;N Organique;;Non
2018;97224;2120008;glyphosate;1071-83-6;7.02;N Organique;;Non
2018;97224;2140085;abamectine;71751-41-2;0.018;T, T+, CMR;;Non
2018;97224;2140147;deltamethrine;52918-63-5;0.075;T, T+, CMR;;Non
2018;97224;2140255;acide pelargonique;112-05-0;6.8;Autre;;Non
2018;97224;2160487;2,4-d;94-75-7;0.93;N Organique;;Non
2018;97224;2160487;triclopyr;55335-06-3;1.036;N Organique;;Non
2018;97224;8500174;abamectine;71751-41-2;0.027;T, T+, CMR;;Non
2018;97224;8600243;aclonifen;74070-46-5;6.0;T, T+, CMR;;Non
2018;97224;8900681;pendimethaline;40487-42-1;346.0;N Organique;;Non
2018;97224;9000753;metaldehyde;108-62-3;0.25;Autre;;Non
2018;97224;9300504;huile de vaseline;8042-47-5;17.974;Autre;;Non
2018;97224;9700332;azoxystrobine;131860-33-8;0.25;T, T+, CMR;;Non
2018;97224;9800182;s-metolachlore;87392-12-9;580.8;N Organique;;Non
2018;97224;9800236;glyphosate;1071-83-6;36.0;N Organique;;Non
2018;97224;9800336;lambda-cyhalothrine;91465-08-6;0.125;T, T+, CMR;;Non
2018;97224;9900047;mesotrione;104206-82-8;30.0;N Organique;;Non
2018;97224;9900242;mancozebe;8018-01-7;0.75;T, T+, CMR;;Non
2018;97224;9900331;chlorothalonil;1897-45-6;2.5;T, T+, CMR;;Non
2018;97224;9900331;metalaxyl-m;70630-17-0;0.1815;Autre;;Non
2018;97225;2000044;fluazifop-p-butyl;79241-46-6;1.0;T, T+, CMR;;Non
2018;97225;2000202;glyphosate;1071-83-6;64.8;N Organique;;Non
2018;97225;2000519;2,4-d;94-75-7;24.0;N Organique;;Non
2018;97225;2010132;pymetrozine;123312-89-0;0.125;T, T+, CMR;;Non
2018;97225;2060088;benoxacor;98730-04-2;0.8;Autre;;Non
2018;97225;2060088;mesotrione;104206-82-8;1.6;N Organique;;Non
2018;97225;2060088;s-metolachlore;87392-12-9;16.0;N Organique;;Non
2018;97225;2080101;acetamipride;135410-20-7;0.2;N Organique;;Non
2018;97225;2090127;huile essentielle d'orange douce;8028-48-6;0.06;N Organique;;Non
2018;97225;2100231;emamectine benzoate;155569-91-8;0.0095;T, T+, CMR;;Non
2018;97225;2110012;cyazofamide;120116-88-3;0.96;N Organique;;Non
2018;97225;2110198;glyphosate;1071-83-6;52.2;N Organique;;Non
2018;97225;2120133;fluroxypyr;69377-81-7;0.0026;N Organique;;Non
2018;97225;2120133;triclopyr;55335-06-3;0.0078;N Organique;;Non
2018;97225;2130075;metaldehyde;108-62-3;0.6;Autre;;Non
2018;97225;2140085;abamectine;71751-41-2;0.018;T, T+, CMR;;Non
2018;97225;2160487;2,4-d;94-75-7;1.86;N Organique;;Non
2018;97225;2160487;triclopyr;55335-06-3;2.072;N Organique;;Non
