annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2015;97410;9200359;cuivre du sulfate de cuivre;8011-63-0;4.0;N minéral;;Non
2015;97410;9200482;bacillus thuringiensis serotype 3a 3b;68038-71-1;;Autre;;Non
2015;97410;9300301;myclobutanil;88671-89-0;5.6e-05;T, T+, CMR;;Non
2015;97410;9300504;huile de vaseline;8042-47-5;106.21;Autre;;Non
2015;97410;9400286;glyphosate;1071-83-6;82.8;N Organique;;Non
2015;97410;9400483;cymoxanil;57966-95-7;0.6;N Organique;;Non
2015;97410;9400483;mancozebe;8018-01-7;7.0;T, T+, CMR;;Non
2015;97410;9400495;glyphosate;1071-83-6;10.8;N Organique;;Non
2015;97410;9400496;huile minerale paraffinique;8042-47-5;64.0;Autre;;Non
2015;97410;9400525;glyphosate;1071-83-6;129.6;N Organique;;Non
2015;97410;9500126;cypermethrine;52315-07-8;0.5;N Organique;;Non
2015;97410;9500213;fenbuconazole;114369-43-6;0.25;N Organique;;Non
2015;97410;9500302;cuivre du sulfate de cuivre;8011-63-0;16.8;N minéral;;Non
2015;97410;9500339;chlorothalonil;1897-45-6;3.75;T, T+, CMR;;Non
2015;97410;9500339;cymoxanil;57966-95-7;0.5;N Organique;;Non
2015;97410;9500432;acrinathrine;101007-06-1;6.6;N Organique;;Non
2015;97410;9500568;cyprodinyl;121552-61-2;265.5;N Organique;;Non
2015;97410;9500568;fludioxonil;131341-86-1;177.0;N Organique;;Non
2015;97410;9500628;bentazone;25057-89-0;0.435;N Organique;;Non
2015;97410;9600025;fosetyl-aluminium;39148-24-8;297.6;Autre;;Non
2015;97410;9600103;dimethomorphe;110488-70-5;13.5;N Organique;;Non
2015;97410;9600103;mancozebe;8018-01-7;90.0;T, T+, CMR;;Non
2015;97410;9600509;cymoxanil;57966-95-7;59.4;N Organique;;Non
2015;97410;9600509;famoxadone;131807-57-3;44.55;N Organique;;Non
2015;97410;9600541;isoxaflutole;141112-29-0;12.375;T, T+, CMR;;Non
2015;97410;9700027;hexythiazox;78587-05-0;1.05;N Organique;;Non
2015;97410;9700332;azoxystrobine;131860-33-8;31.5;T, T+, CMR;;Non
2015;97410;9700354;metribuzine;21087-64-9;58.8;N Organique;;Non
2015;97410;9800144;indoxacarbe;173584-44-6;6.711;T, T+, CMR;;Non
2015;97410;9800182;s-metolachlore;87392-12-9;86.4;N Organique;;Non
2015;97410;9800210;phenmediphame;13684-63-4;10.4;N Organique;;Non
2015;97410;9800219;ethephon;16672-87-0;24.0;N Organique;;Non
2015;97410;9800244;fenhexamid;126833-17-8;5.0;N Organique;;Non
2015;97410;9800245;soufre pour pulverisation (micronise);7704-34-9;280.0;Autre;;Non
2015;97410;9800259;benoxacor;98730-04-2;0.225;Autre;;Non
2015;97410;9800259;s-metolachlore;87392-12-9;4.575;N Organique;;Non
2015;97410;9800336;lambda-cyhalothrine;91465-08-6;50.5;T, T+, CMR;;Non
2015;97410;9800474;cuivre du sulfate de cuivre;8011-63-0;3.0;N minéral;;Non
2015;97410;9800484;etoxazole;153233-91-1;0.77;N Organique;;Non
2015;97410;9900047;mesotrione;104206-82-8;18.6;N Organique;;Non
2015;97410;9900158;glyphosate;1071-83-6;28.8;N Organique;;Non
2015;97410;9900227;cuivre de l'hydroxyde de cuivre;20427-59-2;44.0;T, T+, CMR;;Non
2015;97410;9900242;mancozebe;8018-01-7;915.0;T, T+, CMR;;Non
2015;97410;9900254;glyphosate;1071-83-6;7.2;N Organique;;Non
2015;97410;9900331;chlorothalonil;1897-45-6;25.0;T, T+, CMR;;Non
2015;97410;9900331;metalaxyl-m;70630-17-0;1.815;Autre;;Non
2015;97410;9900354;cuivre de l'hydroxyde de cuivre;20427-59-2;3.5;T, T+, CMR;;Non
2015;97410;9900396;glyphosate;1071-83-6;2.88;N Organique;;Non
2015;97411;2000442;mancozebe;8018-01-7;4.0;T, T+, CMR;;Non
2015;97411;2000517;cuivre de l'hydroxyde de cuivre;20427-59-2;1.44;T, T+, CMR;;Non
2015;97411;2000519;2,4-d;94-75-7;6.0;N Organique;;Non
2015;97411;2010023;deltamethrine;52918-63-5;0.06;T, T+, CMR;;Non
2015;97411;2010282;cypermethrine;52315-07-8;0.3;N Organique;;Non
2015;97411;2010332;myclobutanil;88671-89-0;0.24;T, T+, CMR;;Non
2015;97411;2010509;cuivre du sulfate de cuivre;8011-63-0;12.0;N minéral;;Non
2015;97411;2060088;benoxacor;98730-04-2;0.2;Autre;;Non
2015;97411;2060088;mesotrione;104206-82-8;0.4;N Organique;;Non
2015;97411;2060088;s-metolachlore;87392-12-9;4.0;N Organique;;Non
2015;97411;2060098;spinosad;168316-95-8;0.48;N Organique;;Non
2015;97411;2060130;spinosad;168316-95-8;0.00048;N Organique;;Non
2015;97411;2060194;tefluthrine;79538-32-2;0.36;T, T+, CMR;;Non
2015;97411;2100078;deltamethrine;52918-63-5;8e-06;T, T+, CMR;;Non
2015;97411;2100154;chlorpyriphos-ethyl;2921-88-2;7.5;T, T+, CMR;;Non
2015;97411;2100154;cypermethrine;52315-07-8;0.75;N Organique;;Non
2015;97411;2110073;indoxacarbe;173584-44-6;0.0375;T, T+, CMR;;Non
2015;97411;2120008;glyphosate;1071-83-6;0.36;N Organique;;Non
2015;97411;2120048;aminopyralid;150114-71-9;0.03;N Organique;;Non
2015;97411;2120048;triclopyr;55335-06-3;0.24;N Organique;;Non
2015;97411;2140085;abamectine;71751-41-2;0.306;T, T+, CMR;;Non
2015;97411;8300243;chlorothalonil;1897-45-6;5.0;T, T+, CMR;;Non
2015;97411;8800395;lambda-cyhalothrine;91465-08-6;0.03;T, T+, CMR;;Non
2015;97411;8800395;pyrimicarbe;23103-98-2;0.6;T, T+, CMR;;Non
2015;97411;8800841;difenoconazole;119446-68-3;0.25;N Organique;;Non
2015;97411;9100231;metaldehyde;108-62-3;0.17;Autre;;Non
2015;97411;9400525;glyphosate;1071-83-6;16.2;N Organique;;Non
2015;97411;9600199;fosthiazate;98886-44-3;1.0;T, T+, CMR;;Non
2015;97411;9700354;metribuzine;21087-64-9;2.8;N Organique;;Non
2015;97411;9800336;lambda-cyhalothrine;91465-08-6;0.2;T, T+, CMR;;Non
2015;97411;9900242;mancozebe;8018-01-7;15.0;T, T+, CMR;;Non
2015;97411;9900331;chlorothalonil;1897-45-6;1.5;T, T+, CMR;;Non
2015;97411;9900331;metalaxyl-m;70630-17-0;0.1089;Autre;;Non
2015;97412;2000044;fluazifop-p-butyl;79241-46-6;1.625;T, T+, CMR;;Non
2015;97412;2000079;cypermethrine;52315-07-8;4.0;N Organique;;Non
2015;97412;2000202;glyphosate;1071-83-6;9.0;N Organique;;Non
2015;97412;2000228;metaldehyde;108-62-3;0.05;Autre;;Non
2015;97412;2000519;2,4-d;94-75-7;1053.0;N Organique;;Non
2015;97412;2010023;deltamethrine;52918-63-5;0.06525;T, T+, CMR;;Non
2015;97412;2060088;benoxacor;98730-04-2;18.8;Autre;;Non
2015;97412;2060088;mesotrione;104206-82-8;37.6;N Organique;;Non
2015;97412;2060088;s-metolachlore;87392-12-9;376.0;N Organique;;Non
2015;97412;2080090;thiaclopride;111988-49-9;0.00675;T, T+, CMR;;Non
2015;97412;2100140;clodinafop-propargyl;105512-06-9;2.8875;N Organique;;Non
2015;97412;2100140;cloquintocet-mexyl;99607-70-2;0.721875;Autre;;Non
2015;97412;2100140;pinoxaden;243973-20-8;2.8875;T, T+, CMR;;Non
2015;97412;2100154;chlorpyriphos-ethyl;2921-88-2;10.0;T, T+, CMR;;Non
2015;97412;2100154;cypermethrine;52315-07-8;1.0;N Organique;;Non
2015;97412;2120034;glyphosate;1071-83-6;280.8;N Organique;;Non
2015;97412;2120048;aminopyralid;150114-71-9;2.46;N Organique;;Non
2015;97412;2120048;triclopyr;55335-06-3;19.68;N Organique;;Non
2015;97412;6900313;asulame;2302-17-2;104.0;Autre;;Non
2015;97412;7500716;cuivre du sulfate de cuivre;8011-63-0;1.0;N minéral;;Non
2015;97412;7700078;diquat;85-00-7;17.0;T, T+, CMR;;Non
2015;97412;7700788;bromadiolone;28772-56-7;0.00915;T, T+, CMR;;Non
2015;97412;8100006;clopyralid;1702-17-6;2.82;Autre;;Non
2015;97412;8100006;triclopyr;55335-06-3;11.28;N Organique;;Non
2015;97412;8400096;dicamba;1918-00-9;0.96;N Organique;;Non
2015;97412;8400600;fluroxypyr;69377-81-7;34.2;N Organique;;Non
2015;97412;8500174;abamectine;71751-41-2;0.0225;T, T+, CMR;;Non
2015;97412;8800395;lambda-cyhalothrine;91465-08-6;0.015;T, T+, CMR;;Non
2015;97412;8800395;pyrimicarbe;23103-98-2;0.3;T, T+, CMR;;Non
2015;97412;8900681;pendimethaline;40487-42-1;136.0;N Organique;;Non
2015;97412;9000471;glufosinate ammonium;77182-82-2;145.8;T, T+, CMR;;Non
2015;97412;9000753;metaldehyde;108-62-3;0.25;Autre;;Non
2015;97412;9100231;metaldehyde;108-62-3;0.56;Autre;;Non
2015;97412;9100505;glyphosate;1071-83-6;126.0;N Organique;;Non
2015;97412;9400525;glyphosate;1071-83-6;91.8;N Organique;;Non
2015;97412;9500302;cuivre du sulfate de cuivre;8011-63-0;0.2;N minéral;;Non
2015;97412;9600025;fosetyl-aluminium;39148-24-8;0.8;Autre;;Non
2015;97412;9600541;isoxaflutole;141112-29-0;3.0;T, T+, CMR;;Non
2015;97412;9700354;metribuzine;21087-64-9;274.4;N Organique;;Non
2015;97412;9800182;s-metolachlore;87392-12-9;9.6;N Organique;;Non
2015;97412;9800219;ethephon;16672-87-0;1.2;N Organique;;Non
2015;97412;9800336;lambda-cyhalothrine;91465-08-6;0.025;T, T+, CMR;;Non
2015;97412;9900047;mesotrione;104206-82-8;3.8;N Organique;;Non
2015;97412;9900396;glyphosate;1071-83-6;1.44;N Organique;;Non
2015;97413;2000044;fluazifop-p-butyl;79241-46-6;2.75;T, T+, CMR;;Non
2015;97413;2000299;clomazone;81777-89-1;0.36;N Organique;;Non
2015;97413;2000442;mancozebe;8018-01-7;21.6;T, T+, CMR;;Non
2015;97413;2000517;cuivre de l'hydroxyde de cuivre;20427-59-2;2.16;T, T+, CMR;;Non
2015;97413;2010023;deltamethrine;52918-63-5;0.225;T, T+, CMR;;Non
2015;97413;2010132;pymetrozine;123312-89-0;0.125;T, T+, CMR;;Non
2015;97413;2010282;cypermethrine;52315-07-8;5.0;N Organique;;Non
2015;97413;2010332;myclobutanil;88671-89-0;0.24;T, T+, CMR;;Non
2015;97413;2020145;metribuzine;21087-64-9;1.4;N Organique;;Non
2015;97413;2060002;difenoconazole;119446-68-3;0.25;N Organique;;Non
2015;97413;2060084;boscalid;188425-85-6;0.267;N Organique;;Non
2015;97413;2060084;pyraclostrobine;175013-18-0;0.067;T, T+, CMR;;Non
2015;97413;2060098;spinosad;168316-95-8;9.696;N Organique;;Non
2015;97413;2060194;tefluthrine;79538-32-2;0.18;T, T+, CMR;;Non
2015;97413;2080101;acetamipride;135410-20-7;0.4;N Organique;;Non
2015;97413;2080136;pyridate;55512-33-9;0.9;N Organique;;Non
2015;97413;2090090;thiamethoxam;153719-23-4;0.02;N Organique;;Non
2015;97413;2090094;thiophanate-methyl;23564-05-8;10.56;T, T+, CMR;;Non
2015;97413;2100026;cypermethrine;52315-07-8;8.5;N Organique;;Non
2015;97413;2100071;glyphosate;1071-83-6;36.0;N Organique;;Non
2015;97413;2100122;chlorantraniliprole;500008-45-7;0.21;N Organique;;Non
2015;97413;2100154;chlorpyriphos-ethyl;2921-88-2;2.5;T, T+, CMR;;Non
2015;97413;2100154;cypermethrine;52315-07-8;0.25;N Organique;;Non
2015;97413;2100231;emamectine benzoate;155569-91-8;0.0095;T, T+, CMR;;Non
2015;97413;2110012;cyazofamide;120116-88-3;0.48;N Organique;;Non
2015;97413;2110115;cypermethrine;52315-07-8;6.5;N Organique;;Non
2015;97413;2110163;diquat;85-00-7;1.0;T, T+, CMR;;Non
2015;97413;2120034;glyphosate;1071-83-6;9.6;N Organique;;Non
2015;97413;2130095;abamectine;71751-41-2;0.036;T, T+, CMR;;Non
2015;97413;2140085;abamectine;71751-41-2;0.288;T, T+, CMR;;Non
2015;97413;7700078;diquat;85-00-7;6.0;T, T+, CMR;;Non
2015;97413;8300243;chlorothalonil;1897-45-6;57.5;T, T+, CMR;;Non
2015;97413;8600243;aclonifen;74070-46-5;78.0;T, T+, CMR;;Non
2015;97413;8800395;lambda-cyhalothrine;91465-08-6;0.015;T, T+, CMR;;Non
2015;97413;8800395;pyrimicarbe;23103-98-2;0.3;T, T+, CMR;;Non
2015;97413;8800498;acide alpha naphtylacetique (ana);86-87-3;0.0043;N Organique;;Non
2015;97413;8800498;alpha naphtyl acetamide (nad);86-86-2;0.0118;N Organique;;Non
2015;97413;8800841;difenoconazole;119446-68-3;0.875;N Organique;;Non
2015;97413;9000471;glufosinate ammonium;77182-82-2;3.3;T, T+, CMR;;Non
2015;97413;9100505;glyphosate;1071-83-6;5.4;N Organique;;Non
2015;97413;9200159;pyrimethanil;53112-28-0;6.8;N Organique;;Non
2015;97413;9200215;cymoxanil;57966-95-7;0.84;N Organique;;Non
2015;97413;9200215;metirame-zinc;9006-42-2;11.2;N Organique;;Non
2015;97413;9200262;iprodione;36734-19-7;37.0;T, T+, CMR;;Non
2015;97413;9200313;fenazaquin;120928-09-8;0.2;T, T+, CMR;;Non
2015;97413;9400286;glyphosate;1071-83-6;16.2;N Organique;;Non
2015;97413;9400483;cymoxanil;57966-95-7;1.8;N Organique;;Non
2015;97413;9400483;mancozebe;8018-01-7;21.0;T, T+, CMR;;Non
2015;97413;9400525;glyphosate;1071-83-6;19.8;N Organique;;Non
