annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2018;20100;2000517;cuivre de l'hydroxyde de cuivre;20427-59-2;28.8;T, T+, CMR;;Non
2018;20100;2010023;deltamethrine;52918-63-5;0.075;T, T+, CMR;;Non
2018;20100;2010509;cuivre du sulfate de cuivre;8011-63-0;30.0;N minéral;;Non
2018;20100;2020241;bacillus thuringiensis serotype h 7;68038-71-1;2.7;Autre;;Non
2018;20100;2030125;deltamethrine;52918-63-5;0.09;T, T+, CMR;;Non
2018;20100;2030466;soufre triture ventile;7704-34-9;98.475;Autre;;Non
2018;20100;2040195;myclobutanil;88671-89-0;2.97;T, T+, CMR;;Non
2018;20100;2060098;spinosad;168316-95-8;1.2;N Organique;;Non
2018;20100;2060133;thiaclopride;111988-49-9;3.36;T, T+, CMR;;Non
2018;20100;2080099;mancozebe;8018-01-7;30.0;T, T+, CMR;;Non
2018;20100;2080099;mandipropamide;374726-62-2;2.5;N Organique;;Non
2018;20100;2080100;folpel;133-07-3;8.0;T, T+, CMR;;Non
2018;20100;2080100;mandipropamide;374726-62-2;1.0;N Organique;;Non
2018;20100;2090001;proquinazid;189278-12-4;3.6;T, T+, CMR;;Non
2018;20100;2090119;cuivre du sulfate tribasique;12527-76-3;74.1;N minéral;;Non
2018;20100;2090127;huile essentielle d'orange douce;8028-48-6;3.6;N Organique;;Non
2018;20100;2090132;cuivre du sulfate tribasique;12527-76-3;18.662;N minéral;;Non
2018;20100;2090132;zoxamide;156052-68-5;2.8;N Organique;;Non
2018;20100;2090160;glyphosate;1071-83-6;28.8;N Organique;;Non
2018;20100;2100001;glyphosate;1071-83-6;1.305;N Organique;;Non
2018;20100;2100001;pyraflufen-ethyl;129630-19-9;0.00855;N Organique;;Non
2018;20100;2100038;kaolin;1332-58-7;225.0;Autre;;Non
2018;20100;2100181;fluopicolide;239110-15-7;9.5904;N Organique;;Non
2018;20100;2100181;fosetyl-aluminium;39148-24-8;144.0072;Autre;;Non
2018;20100;2110073;indoxacarbe;173584-44-6;0.45;T, T+, CMR;;Non
2018;20100;2110101;pyraflufen-ethyl;129630-19-9;0.795;N Organique;;Non
2018;20100;2120048;aminopyralid;150114-71-9;0.15;N Organique;;Non
2018;20100;2120048;triclopyr;55335-06-3;1.2;N Organique;;Non
2018;20100;2120086;chlorpyriphos-methyl;5598-13-0;22.5;N Organique;;Non
2018;20100;2120133;fluroxypyr;69377-81-7;0.1;N Organique;;Non
2018;20100;2120133;triclopyr;55335-06-3;0.3;N Organique;;Non
2018;20100;2120150;diflufenicanil;83164-33-4;0.072;N Organique;;Non
2018;20100;2120150;flufenacet;142459-58-3;0.24;N Organique;;Non
2018;20100;2120150;glyphosate;1071-83-6;0.72;N Organique;;Non
2018;20100;2130049;cyflufenamid;180409-60-3;0.6;N Organique;;Non
2018;20100;2130049;difenoconazole;119446-68-3;1.2;N Organique;;Non
2018;20100;2130152;fluopyram;658066-35-4;4.5;N Organique;;Non
2018;20100;2130152;trifloxystrobine;141517-21-7;4.5;N Organique;;Non
2018;20100;2130212;phosmet;732-11-6;2.5;N Organique;;Non
2018;20100;2130255;dimethomorphe;110488-70-5;4.52;N Organique;;Non
2018;20100;2130255;folpel;133-07-3;24.0;T, T+, CMR;;Non
2018;20100;2140127;cymoxanil;57966-95-7;18.15;T, T+, CMR;;Non
2018;20100;2140127;zoxamide;156052-68-5;18.15;N Organique;;Non
2018;20100;2140208;streptomyces griseoviridis k61;;;Autre;;Non
2018;20100;2140215;(z)-9-dodecenylacetate;16974-11-1;1.366735;N Organique;;Non
2018;20100;2140215;e7,z9-dodecadienylacetate;54364-62-4;1.312308;N Organique;;Non
2018;20100;2150067;phosphonate de disodium;13708-85-5;55.0;Autre;;Non
2018;20100;2150387;ametoctradine;865318-97-4;22.5;Autre;;Non
2018;20100;2150387;dimethomorphe;110488-70-5;16.875;N Organique;;Non
2018;20100;2160713;spinetoram;935545-74-7;0.36;N Organique;;Non
2018;20100;2160963;fluxapyroxad;907204-31-3;1.2;T, T+, CMR;;Non
2018;20100;2170362;isoxaben;82558-50-7;1.07;N Organique;;Non
2018;20100;2170362;oryzalin;19044-88-3;4.29;T, T+, CMR;;Non
2018;20100;2171119;mandipropamide;374726-62-2;3.0;N Organique;;Non
2018;20100;2171119;zoxamide;156052-68-5;2.88;N Organique;;Non
2018;20100;5100219;soufre sublime;7704-34-9;5742.0;Autre;;Non
2018;20100;7700216;soufre pour pulverisation (micronise);7704-34-9;66.0;Autre;;Non
2018;20100;8500198;huile minerale paraffinique;8042-47-5;8.5;Autre;;Non
2018;20100;8500198;malathion;121-75-5;1.7;N Organique;;Non
2018;20100;9000184;2,4-mcpa;94-74-6;3.0;N Organique;;Non
2018;20100;9000184;clopyralid;1702-17-6;0.3;Autre;;Non
2018;20100;9000184;fluroxypyr;69377-81-7;0.6;N Organique;;Non
2018;20100;9000222;soufre;7704-34-9;896.0;Autre;;Non
2018;20100;9000490;cycloxydime;101205-02-1;3.0;T, T+, CMR;;Non
2018;20100;9100296;2,4-d;94-75-7;6.0;N Organique;;Non
2018;20100;9200293;glyphosate;1071-83-6;144.0;N Organique;;Non
2018;20100;9200482;bacillus thuringiensis ssp kurstaki souche sa-11;68038-71-1;5.1;Autre;;Non
2018;20100;9500002;glyphosate;1071-83-6;60.84;N Organique;;Non
2018;20100;9500150;isoxaben;82558-50-7;0.321;N Organique;;Non
2018;20100;9500150;oryzalin;19044-88-3;1.287;T, T+, CMR;;Non
2018;20100;9500452;cuivre du sulfate de cuivre;8011-63-0;30.0;N minéral;;Non
2018;20100;9600103;dimethomorphe;110488-70-5;2.7;N Organique;;Non
2018;20100;9600103;mancozebe;8018-01-7;18.0;T, T+, CMR;;Non
2018;20100;9600512;folpel;133-07-3;153.6;T, T+, CMR;;Non
2018;20100;9600512;fosetyl-aluminium;39148-24-8;153.6;Autre;;Non
2018;20100;9700070;flazasulfuron;104040-78-0;1.2;N Organique;;Non
2018;20100;9700463;dimethomorphe;110488-70-5;1.808;N Organique;;Non
2018;20100;9700463;folpel;133-07-3;9.6;T, T+, CMR;;Non
2018;20100;9800028;chlorpyriphos-methyl;5598-13-0;1.125;N Organique;;Non
2018;20100;9800244;fenhexamid;126833-17-8;0.75;N Organique;;Non
2018;20100;9800336;lambda-cyhalothrine;91465-08-6;1.2;T, T+, CMR;;Non
2018;20100;9800420;spiroxamine;118134-30-8;62.0;N Organique;;Non
2018;20100;9800474;cuivre du sulfate de cuivre;8011-63-0;69.0;N minéral;;Non
2018;20100;9900227;cuivre de l'hydroxyde de cuivre;20427-59-2;80.0;T, T+, CMR;;Non
2018;20100;9900242;mancozebe;8018-01-7;75.0;T, T+, CMR;;Non
2018;20100;9900331;chlorothalonil;1897-45-6;5.0;T, T+, CMR;;Non
2018;20100;9900331;metalaxyl-m;70630-17-0;0.363;Autre;;Non
2018;20110;2000018;soufre pour pulverisation (micronise);7704-34-9;1536.0;Autre;;Non
2018;20110;2000517;cuivre de l'hydroxyde de cuivre;20427-59-2;72.0;T, T+, CMR;;Non
2018;20110;2010023;deltamethrine;52918-63-5;0.12;T, T+, CMR;;Non
2018;20110;2040330;cymoxanil;57966-95-7;0.8;T, T+, CMR;;Non
2018;20110;2040330;mancozebe;8018-01-7;9.3;T, T+, CMR;;Non
2018;20110;2060098;spinosad;168316-95-8;1.92;N Organique;;Non
2018;20110;2080123;metsulfuron-methyl;74223-64-6;0.08;N Organique;;Non
2018;20110;2090116;glyphosate;1071-83-6;1.8;N Organique;;Non
2018;20110;2090119;cuivre du sulfate tribasique;12527-76-3;182.4;N minéral;;Non
2018;20110;2090127;huile essentielle d'orange douce;8028-48-6;20.4;N Organique;;Non
2018;20110;2100038;kaolin;1332-58-7;850.0;Autre;;Non
2018;20110;2110005;fluazinam;79622-59-6;2.5;T, T+, CMR;;Non
2018;20110;2110143;metribuzine;21087-64-9;0.6;N Organique;;Non
2018;20110;2140215;(z)-9-dodecenylacetate;16974-11-1;2.44871;N Organique;;Non
2018;20110;2140215;e7,z9-dodecadienylacetate;54364-62-4;2.351195;N Organique;;Non
2018;20110;5100219;soufre sublime;7704-34-9;3960.0;Autre;;Non
2018;20110;8700462;prosulfocarbe;52888-80-9;8.0;N Organique;;Non
2018;20110;9000184;2,4-mcpa;94-74-6;16.0;N Organique;;Non
2018;20110;9000184;clopyralid;1702-17-6;1.6;Autre;;Non
2018;20110;9000184;fluroxypyr;69377-81-7;3.2;N Organique;;Non
2018;20110;9000222;soufre;7704-34-9;1288.0;Autre;;Non
2018;20110;9300504;huile de vaseline;8042-47-5;343.14;Autre;;Non
2018;20110;9400484;cuivre du sulfate de cuivre;8011-63-0;44.1;N minéral;;Non
2018;20110;9400484;cymoxanil;57966-95-7;8.4035;T, T+, CMR;;Non
2018;20110;9400484;mancozebe;8018-01-7;28.175;T, T+, CMR;;Non
2018;20110;9500452;cuivre du sulfate de cuivre;8011-63-0;30.0;N minéral;;Non
2018;20110;9600025;fosetyl-aluminium;39148-24-8;4.8;Autre;;Non
2018;20110;9600199;fosthiazate;98886-44-3;3.0;T, T+, CMR;;Non
2018;20110;9800474;cuivre du sulfate de cuivre;8011-63-0;30.0;N minéral;;Non
2018;20110;9900227;cuivre de l'hydroxyde de cuivre;20427-59-2;240.0;T, T+, CMR;;Non
2018;20111;2060098;spinosad;168316-95-8;0.24;N Organique;;Non
2018;20111;2080063;benalaxyl-m;98243-83-5;0.45;N Organique;;Non
2018;20111;2080063;folpel;133-07-3;5.76;T, T+, CMR;;Non
2018;20111;2090116;glyphosate;1071-83-6;5.4;N Organique;;Non
2018;20111;2090127;huile essentielle d'orange douce;8028-48-6;0.6;N Organique;;Non
2018;20111;2090160;glyphosate;1071-83-6;21.6;N Organique;;Non
2018;20111;2171200;bicarbonate de potassium;298-14-6;19.898;Autre;;Non
2018;20111;5100219;soufre sublime;7704-34-9;148.5;Autre;;Non
2018;20111;9300257;tebuconazole;107534-96-3;0.6;T, T+, CMR;;Non
2018;20111;9500150;isoxaben;82558-50-7;0.107;N Organique;;Non
2018;20111;9500150;oryzalin;19044-88-3;0.429;T, T+, CMR;;Non
2018;20111;9500452;cuivre du sulfate de cuivre;8011-63-0;12.0;N minéral;;Non
2018;20111;9800336;lambda-cyhalothrine;91465-08-6;0.1;T, T+, CMR;;Non
2018;20112;2060133;thiaclopride;111988-49-9;1.44;T, T+, CMR;;Non
2018;20112;2130212;phosmet;732-11-6;2.5;N Organique;;Non
2018;20113;9300504;huile de vaseline;8042-47-5;16.34;Autre;;Non
2018;20114;2000517;cuivre de l'hydroxyde de cuivre;20427-59-2;72.0;T, T+, CMR;;Non
2018;20114;2060034;kaolin;1332-58-7;1009.375;Autre;;Non
2018;20114;2060098;spinosad;168316-95-8;1.68;N Organique;;Non
2018;20114;2060133;thiaclopride;111988-49-9;2.4;T, T+, CMR;;Non
2018;20114;2070133;napropamide;15299-99-7;13.5;N Organique;;Non
2018;20114;2090127;huile essentielle d'orange douce;8028-48-6;7.2;N Organique;;Non
2018;20114;2100001;glyphosate;1071-83-6;1.305;N Organique;;Non
2018;20114;2100001;pyraflufen-ethyl;129630-19-9;0.00855;N Organique;;Non
2018;20114;2100038;kaolin;1332-58-7;150.0;Autre;;Non
2018;20114;2100181;fluopicolide;239110-15-7;5.328;N Organique;;Non
2018;20114;2100181;fosetyl-aluminium;39148-24-8;80.004;Autre;;Non
2018;20114;2120086;chlorpyriphos-methyl;5598-13-0;2.25;N Organique;;Non
2018;20114;2140001;acide gibberellique;77-06-5;0.024;Autre;;Non
2018;20114;2140127;cymoxanil;57966-95-7;1.65;T, T+, CMR;;Non
2018;20114;2140127;zoxamide;156052-68-5;1.65;N Organique;;Non
2018;20114;2150067;phosphonate de disodium;13708-85-5;10.0;Autre;;Non
2018;20114;2150387;ametoctradine;865318-97-4;1.8;Autre;;Non
2018;20114;2150387;dimethomorphe;110488-70-5;1.35;N Organique;;Non
2018;20114;2160395;fenbuconazole;114369-43-6;0.83;N Organique;;Non
2018;20114;2160395;tetraconazole;112281-77-3;0.83;N Organique;;Non
2018;20114;2160963;fluxapyroxad;907204-31-3;0.3;T, T+, CMR;;Non
2018;20114;2171119;mandipropamide;374726-62-2;5.0;N Organique;;Non
2018;20114;2171119;zoxamide;156052-68-5;4.8;N Organique;;Non
2018;20114;5100219;soufre sublime;7704-34-9;2450.25;Autre;;Non
2018;20114;7700216;soufre pour pulverisation (micronise);7704-34-9;1864.5;Autre;;Non
2018;20114;8400528;isoxaben;82558-50-7;2.5;N Organique;;Non
2018;20114;8700102;benalaxyl;71626-11-4;0.9;N Organique;;Non
2018;20114;8700102;folpel;133-07-3;5.775;T, T+, CMR;;Non
2018;20114;9200293;glyphosate;1071-83-6;7.2;N Organique;;Non
2018;20114;9300504;huile de vaseline;8042-47-5;163.4;Autre;;Non
2018;20114;9500452;cuivre du sulfate de cuivre;8011-63-0;33.0;N minéral;;Non
2018;20114;9800420;spiroxamine;118134-30-8;15.0;N Organique;;Non
2018;20114;9800474;cuivre du sulfate de cuivre;8011-63-0;30.0;N minéral;;Non
2018;20114;9900227;cuivre de l'hydroxyde de cuivre;20427-59-2;172.0;T, T+, CMR;;Non
2018;20117;2000044;fluazifop-p-butyl;79241-46-6;0.75;T, T+, CMR;;Non
2018;20117;2000517;cuivre de l'hydroxyde de cuivre;20427-59-2;30.6;T, T+, CMR;;Non
2018;20117;2010023;deltamethrine;52918-63-5;0.15;T, T+, CMR;;Non
2018;20117;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2018;20117;2020241;bacillus thuringiensis serotype h 7;68038-71-1;0.81;Autre;;Non
2018;20117;2040195;myclobutanil;88671-89-0;1.755;T, T+, CMR;;Non
2018;20117;2060098;spinosad;168316-95-8;0.48;N Organique;;Non
2018;20117;2080063;benalaxyl-m;98243-83-5;2.25;N Organique;;Non
2018;20117;2080063;folpel;133-07-3;28.8;T, T+, CMR;;Non
2018;20117;2090070;quinoclamine;2797-51-5;0.25;T, T+, CMR;;Non
2018;20117;2090082;imidaclopride;138261-41-3;0.4;N Organique;;Non
2018;20117;2090116;glyphosate;1071-83-6;1.8;N Organique;;Non
2018;20117;2090127;huile essentielle d'orange douce;8028-48-6;5.4;N Organique;;Non
2018;20117;2090160;glyphosate;1071-83-6;7.2;N Organique;;Non
2018;20117;2130049;cyflufenamid;180409-60-3;0.15;N Organique;;Non
2018;20117;2130049;difenoconazole;119446-68-3;0.3;N Organique;;Non
2018;20117;2130255;dimethomorphe;110488-70-5;2.825;N Organique;;Non
2018;20117;2130255;folpel;133-07-3;15.0;T, T+, CMR;;Non
2018;20117;2140085;abamectine;71751-41-2;0.09;T, T+, CMR;;Non
2018;20117;2171200;bicarbonate de potassium;298-14-6;49.745;Autre;;Non
2018;20117;5100219;soufre sublime;7704-34-9;123.75;Autre;;Non
2018;20117;7700216;soufre pour pulverisation (micronise);7704-34-9;82.5;Autre;;Non
2018;20117;9000184;2,4-mcpa;94-74-6;1.0;N Organique;;Non
2018;20117;9000184;clopyralid;1702-17-6;0.1;Autre;;Non
2018;20117;9000184;fluroxypyr;69377-81-7;0.2;N Organique;;Non
2018;20117;9200293;glyphosate;1071-83-6;7.2;N Organique;;Non
2018;20117;9300257;tebuconazole;107534-96-3;3.0;T, T+, CMR;;Non
2018;20117;9400280;flumioxazine;103361-09-7;1.5;T, T+, CMR;;Non
2018;20117;9400485;cymoxanil;57966-95-7;2.8;T, T+, CMR;;Non
2018;20117;9400485;folpel;133-07-3;23.38;T, T+, CMR;;Non
2018;20117;9500452;cuivre du sulfate de cuivre;8011-63-0;78.0;N minéral;;Non
2018;20117;9500595;2,4-d;94-75-7;0.45;N Organique;;Non
2018;20117;9500595;2,4-mcpa;94-74-6;0.525;N Organique;;Non
2018;20117;9500595;clopyralid;1702-17-6;0.105;Autre;;Non
2018;20117;9800028;chlorpyriphos-methyl;5598-13-0;1.125;N Organique;;Non
2018;20117;9800420;spiroxamine;118134-30-8;1.5;N Organique;;Non
2018;20117;9800474;cuivre du sulfate de cuivre;8011-63-0;15.0;N minéral;;Non
2018;20117;9900227;cuivre de l'hydroxyde de cuivre;20427-59-2;2.0;T, T+, CMR;;Non
2018;20117;9900242;mancozebe;8018-01-7;15.0;T, T+, CMR;;Non
2018;20118;2090116;glyphosate;1071-83-6;9.0;N Organique;;Non
2018;20118;2120034;glyphosate;1071-83-6;9.6;N Organique;;Non
2018;20118;2130212;phosmet;732-11-6;2.5;N Organique;;Non
2018;20118;2140085;abamectine;71751-41-2;0.09;T, T+, CMR;;Non
2018;20118;9100296;2,4-d;94-75-7;6.0;N Organique;;Non
2018;20118;9300504;huile de vaseline;8042-47-5;16.34;Autre;;Non
2018;20121;2120018;glyphosate;1071-83-6;0.768;N Organique;;Non
2018;20123;2010130;cuivre de l'oxyde cuivreux;1317-39-1;30.0;N minéral;;Non
2018;20123;2060133;thiaclopride;111988-49-9;0.96;T, T+, CMR;;Non
2018;20123;2090082;imidaclopride;138261-41-3;0.4;N Organique;;Non
2018;20123;2090116;glyphosate;1071-83-6;1.8;N Organique;;Non
2018;20123;2090127;huile essentielle d'orange douce;8028-48-6;0.3;N Organique;;Non
2018;20123;2090138;pendimethaline;40487-42-1;1.104;N Organique;;Non
2018;20123;2090160;glyphosate;1071-83-6;151.2;N Organique;;Non
2018;20123;2100038;kaolin;1332-58-7;100.0;Autre;;Non
2018;20123;2110006;cuivre du sulfate de cuivre;8011-63-0;4.0;N minéral;;Non
2018;20123;2120035;glyphosate;1071-83-6;2.4;N Organique;;Non
2018;20123;2130152;fluopyram;658066-35-4;1.25;N Organique;;Non
2018;20123;2130152;trifloxystrobine;141517-21-7;1.25;N Organique;;Non
2018;20123;2171119;mandipropamide;374726-62-2;6.0;N Organique;;Non
2018;20123;2171119;zoxamide;156052-68-5;5.76;N Organique;;Non
2018;20123;7700216;soufre pour pulverisation (micronise);7704-34-9;330.0;Autre;;Non
2018;20123;8500194;tau-fluvalinate;102851-06-9;0.48;N Organique;;Non
2018;20123;9300504;huile de vaseline;8042-47-5;4.085;Autre;;Non
2018;20123;9800336;lambda-cyhalothrine;91465-08-6;0.1;T, T+, CMR;;Non
2018;20123;9800514;flazasulfuron;104040-78-0;0.0125;N Organique;;Non
2018;20129;2000517;cuivre de l'hydroxyde de cuivre;20427-59-2;1.8;T, T+, CMR;;Non
2018;20129;2010023;deltamethrine;52918-63-5;0.09;T, T+, CMR;;Non
2018;20129;2010319;2,4-mcpa;94-74-6;0.54;N Organique;;Non
2018;20129;2010319;dichlorprop-p;15165-67-0;0.54;Autre;;Non
2018;20129;2010319;glyphosate;1071-83-6;0.72;N Organique;;Non
2018;20129;2040195;myclobutanil;88671-89-0;0.27;T, T+, CMR;;Non
2018;20129;2050046;flonicamide;158062-67-0;2.0;Autre;;Non
2018;20129;2060085;boscalid;188425-85-6;0.4;N Organique;;Non
2018;20129;2060085;kresoxim-methyl;143390-89-0;0.2;T, T+, CMR;;Non
2018;20129;2060098;spinosad;168316-95-8;0.96;N Organique;;Non
2018;20129;2060113;bifenazate;149877-41-8;0.96;N Organique;;Non
2018;20129;2060130;spinosad;168316-95-8;0.00024;N Organique;;Non
2018;20129;2070107;fosetyl;15845-66-6;3.1;Autre;;Non
2018;20129;2070107;propamocarbe;25606-41-1;5.3;Autre;;Non
2018;20129;2080019;laminarine;9008-22-4;0.405;Autre;;Non
2018;20129;2090082;imidaclopride;138261-41-3;0.4;N Organique;;Non
2018;20129;2090091;thiamethoxam;153719-23-4;0.5;N Organique;;Non
2018;20129;2090116;glyphosate;1071-83-6;1.8;N Organique;;Non
2018;20129;2090127;huile essentielle d'orange douce;8028-48-6;0.6;N Organique;;Non
2018;20129;2090160;glyphosate;1071-83-6;36.0;N Organique;;Non
2018;20129;2100122;chlorantraniliprole;500008-45-7;0.315;N Organique;;Non
2018;20129;2110059;bicarbonate de potassium;298-14-6;4.25;Autre;;Non
2018;20129;2110078;chlorpyriphos-methyl;5598-13-0;6.0;N Organique;;Non
2018;20129;2110078;cypermethrine;52315-07-8;0.6;N Organique;;Non
2018;20129;2110086;spirotetramat;203313-25-1;0.5;T, T+, CMR;;Non
2018;20129;2120008;glyphosate;1071-83-6;0.36;N Organique;;Non
2018;20129;2120034;glyphosate;1071-83-6;9.6;N Organique;;Non
2018;20129;2120177;gliocladium catenulatum j 1446;;6.4;Autre;;Non
2018;20129;2130152;fluopyram;658066-35-4;0.75;N Organique;;Non
2018;20129;2130152;trifloxystrobine;141517-21-7;0.75;N Organique;;Non
2018;20129;2130255;dimethomorphe;110488-70-5;0.565;N Organique;;Non
2018;20129;2130255;folpel;133-07-3;3.0;T, T+, CMR;;Non
2018;20129;2140085;abamectine;71751-41-2;0.18;T, T+, CMR;;Non
2018;20129;2140121;acide pelargonique;112-05-0;0.216207;Autre;;Non
2018;20129;2170110;myclobutanil;88671-89-0;0.25;T, T+, CMR;;Non
2018;20129;5100219;soufre sublime;7704-34-9;396.0;Autre;;Non
2018;20129;7500569;pyrimicarbe;23103-98-2;1.0;T, T+, CMR;;Non
2018;20129;7600008;bupirimate;41483-43-6;3.75;N Organique;;Non
2018;20129;7700216;soufre pour pulverisation (micronise);7704-34-9;41.25;Autre;;Non
2018;20129;7800132;ethephon;16672-87-0;4.8;T, T+, CMR;;Non
2018;20129;8900156;metam-sodium;137-42-8;428.4;N Organique;;Non
2018;20129;9200159;pyrimethanil;53112-28-0;4.0;N Organique;;Non
2018;20129;9200482;bacillus thuringiensis ssp kurstaki souche sa-11;68038-71-1;2.55;Autre;;Non
2018;20129;9300504;huile de vaseline;8042-47-5;32.68;Autre;;Non
2018;20129;9500432;acrinathrine;101007-06-1;0.825;N Organique;;Non
2018;20129;9500452;cuivre du sulfate de cuivre;8011-63-0;12.0;N minéral;;Non
2018;20129;9500568;cyprodinyl;121552-61-2;1.125;N Organique;;Non
2018;20129;9500568;fludioxonil;131341-86-1;0.75;N Organique;;Non
2018;20129;9600390;glyphosate;1071-83-6;14.4;N Organique;;Non
2018;20129;9700027;hexythiazox;78587-05-0;0.45;N Organique;;Non
2018;20129;9700278;alphamethrine;67375-30-8;0.15;T, T+, CMR;;Non
2018;20129;9700332;azoxystrobine;131860-33-8;5.0;T, T+, CMR;;Non
2018;20129;9800120;chlorhydrate de poly-imino-imido biguanidine;91403-50-8;0.7;Autre;;Non
2018;20129;9800120;chlorures n-alkyl dimethyl benzyl ammonium;68424-85-1;1.75;Autre;;Non
2018;20129;9800289;metalaxyl-m;70630-17-0;2.326;Autre;;Non
2018;20129;9800474;cuivre du sulfate de cuivre;8011-63-0;18.0;N minéral;;Non
2018;20130;2090116;glyphosate;1071-83-6;1.8;N Organique;;Non
2018;20130;2100038;kaolin;1332-58-7;25.0;Autre;;Non
2018;20130;9800201;2,4-mcpa;94-74-6;1.08;N Organique;;Non
2018;20130;9800201;dichlorprop-p;15165-67-0;1.08;Autre;;Non
2018;20130;9800201;glyphosate;1071-83-6;1.44;N Organique;;Non
2018;20135;2010509;cuivre du sulfate de cuivre;8011-63-0;0.08;N minéral;;Non
